job_title,company,location,description,required_skills,experience_years,education,salary_range
Sr Test Engineer - Riyadh,K20s - Kinetic Technologies Private Limited,"Riyadh, Riyadh, Saudi Arabia","**Senior Test Engineer**
**Experience : 6\-10 Yrs**
**Location : Riyadh (Kingdom of Saudi Arabia)**
**Duration : Long Term**
**Arabic language mandatory**
 Role Summary:The Senior Test Engineer (Arabic\-speaking) require to play a key role within the QA Governance program for the Life \& Social Insurance Line of Business (LOB). The role focuses on ensuring strong quality controls, regulatory compliance, and end\-to\-end validation across core Social Insurance systems including contributions, benefits processing, claims adjudication, employer management, and reporting. The position requires governance oversight, domain expertise, stakeholder coordination, and mentoring capabilities.Key Responsibilities· Analyse business requirements, BRDs, regulatory documents, and user stories related to Social Insurance schemes.
   

  

* Ensure complete traceability between requirements, regulatory mandates, and test artifacts.
* Understand end\-to\-end workflows including employer registration, contribution calculation, benefits eligibility, claims processing, and payment disbursement.
* Design and review test strategy, test conditions, test cases, and test data aligned to QA Governance standards.
* Ensure compliance with regulatory frameworks and audit requirements applicable to Social Insurance programs.
* Execute and oversee functional, integration, regression, and UAT support activities.
* Lead defect triage discussions and ensure timely resolution and closure.
* Monitor QA metrics (defect leakage, coverage, cycle time, compliance adherence) and report governance dashboards.
* Mentor junior testers and support Test Lead in planning, estimation, and governance reporting.
* Drive continuous quality improvement initiatives within the QA Governance framework.Required Skills \& Experience· Arabic\-speaking candidates require onsite governance coordination.
* 6\+ years of functional testing experience, preferably in Life and Social Insurance domain.
* Strong understanding of contribution\-based insurance models, benefits lifecycle, and claims adjudication.
* Experience in QA governance frameworks, audit compliance, and traceability management.
* Hands\-on experience with test management and defect tracking tools (e.g., JIRA, ALM).
* Strong stakeholder communication and reporting skills. Skills: validation,compliance,test cases,management,skills,adherence,insurance,processing,arabic,reporting,alm,documentation,adjudication","arabic, communication",10,,
Senior Data Analyst,Noon - Education for Everyone,"Riyadh, Riyadh, Saudi Arabia","**Shaping the Next Gen Schools**
 We’re on a mission to radically change the way students learn. We believe in solving hard problems and play to win—we measure progress by revenues, students, and learning gains. Our approach? Build high\-performing teams, giving them the freedom to dream big and execute boldly.
   

  

 Today, we’re building the next generation of schools in Saudi Arabia. We believe every student deserves world\-class teachers. And to make it happen, we’re reimagining everything about education: from cutting\-edge tech to peer learning and physical spaces that spark curiosity.
   

  

**Learn more about us:** 
 https://www.noon.edu.sa/
   

  

* 10\+ Years of Impact: Started with a simple idea—access to the best teachers shouldn’t be a luxury, and learning should energize, not drain you.
* Market Leaders: 14 million students (and counting) use Noon across Middle East, Egypt, and Pakistan to ace high\-stakes exams like Qudurat \& Tahsili
* Now: We’re laser\-focused on reinventing schools in Saudi Arabia. We’re accelerating rapidly, well\-funded, and profitable.
* Office: This is a hybrid\-flexible role, giving you the flexibility to work remotely while staying connected with teams across the business.


**About the role:**
 We’re looking for experienced Data Analysts to join our team! This is a hands\-on role where you’ll work closely with stakeholders across the business \- from Learning and Operations to Product \- to ensure data is accurate, actionable, and easy to interpret. You’ll be part of a growing team of 5\+ analysts, collaborating virtually across multiple countries.
   

  

 You’ll be at the intersection of data, business, and learning, helping the company make data\-driven decisions that directly impact student outcomes and business performance.
   

  

 You’ll play a key role in supporting multiple teams across the key areas of the business while also contributing to B2C initiatives, helping us understand what drives student outcomes and which activities have the most impact.
   

  

 The role is fully remote/hybrid depending on the location. No relocation is required.
   

  

**💻What You’ll Do**
* Collaborate Across the Business: Work closely with stakeholders in Learning, Operations, Product, and B2C teams to ensure data needs are understood and delivered efficiently.
* Proactively Define \& Measure Metrics: Identify the most meaningful KPIs for student learning gains, session activities, and program performance rather than waiting for requests.
* Dashboard Development \& Maintenance: Build and maintain a single source of truth for key metrics, ensuring dashboards are clear, simple, and actionable.
* Ad\-hoc Analysis \& Exploratory Insights: Respond quickly to urgent requests and explore factors driving learning gains or session effectiveness etc.
* AI Exploration: Identify opportunities for AI to improve efficiency, generate insights, or automate reporting.
* Keep Solutions Scalable \& Efficient: Favour simple, maintainable approaches that can scale as the business grows.
* Team Enablement: Coach and support mid\-level and junior analysts through feedback, best practices, and knowledge sharing to build a strong, scalable Analytics function.


 👀
 **What We’re Looking For:**
* 3\+ years of experience in data analytics, reporting, or business analysis, ideally in a fast\-paced tech or product environment.
* Strong technical foundation in SQL, BI tools (Tableau or Power BI), and Google Sheets.
* Strong numerical and statistical intuition: Comfortable reasoning about distributions, trends, variance, and trade\-offs — not just producing numbers, but judging whether they make sense.
* Metric ownership mindset: Experienced in defining, validating, and evolving key metrics with stakeholders, rather than simply reporting what already exists.
* Analytical rigor and healthy skepticism: Willing to question assumptions, challenge existing metrics, and flag misleading or poorly defined measures.
* Detail\-oriented and pragmatic: You notice what matters, catch inconsistencies, and prioritize clarity and impact over unnecessary complexity.
* Business\-minded communicator: Able to translate data into clear insights and recommendations for both technical and non\-technical audiences.


 ➕
 **Bonus Points If You:**
* Python: valuable for automation and advanced analysis.


 If you are excited about shaping the future of education in Saudi and think you are the right fit for this opportunity, apply through the job link We look forward to reviewing your application and exploring how you can contribute to Noon’s mission!
   

  

 Noon Academy is the leading edtech platform in the Middle East, with over 14 million students and teachers using our app to learn, teach, and collaborate. We have recently raised $41 million in Series B funding to expand our reach and impact in the region and beyond. We are on a mission to transform the physical classroom experience by introducing our highly engaging social, group\-based learning and AI to make learning fun and improve learning efficacy. Our ultimate goal is to provide access to the best teachers to every student even if that teacher is only available virtually. We believe we can do this if we blend AI, peer\-to\-peer learning, and a carefully designed physical space.","ai, communication, data analysis, power bi, python, spark, sql, statistics, tableau",0,,
Junior Social Media Insights & Reporting Coordinator,Ethos Interactive,"Riyadh, Riyadh, Saudi Arabia","**Company Description**
 We are
 **Ethos,** 
 the fastest growing digital communication group in MENA. We think big and we make big ideas come to life. We are crazy about the digital world and we aim high. We are looking for talented and valued people with interesting and provocative ideas, along with bold and diverse perspectives. Our culture is all about the thriving young team of us in 4 offices around MENA, while we boldly help impact the success of leading brands like McDonald's, General Motors, and American Express.
   

  

**Job Description**
**Data \& Reporting Execution**
 Routine Data Pulls: Daily/weekly metrics from Emplifi, Hootsuite, Talkwalker, influencer platforms.
   

  

 Slide Production: Build/edit reports in PowerPoint/Google Slides using pre\-designed templates.
   

  

 Dashboard Maintenance: Update real\-time social dashboards (e.g., Emplifi).
   

  

 Data Hygiene: Clean/organize raw social data for senior review.
   

  

**Support Tasks**
 Track competitor social KPIs (follower growth, engagement rates).
   

  

 Compile social listening alerts (brand mentions, crisis flags).
   

  

 Format influencer campaign performance summaries.
   

  

**Qualifications**
**Hard Skills**
 Advanced PowerPoint/Google Slides (portfolio required)
   

  

 Basic social platform analytics (Meta, TikTok, LinkedIn)
   

  

 Excel/Sheets (pivot tables, VLOOKUPs)
   

  

 Tool familiarity (Emplifi/Hootsuite \> Talkwalker)
   

  

**Soft Skills**
 Extreme attention to detail
   

  

 Template adherence (brand consistency)
   

  

 Deadline\-driven execution","communication, excel",0,,
Senior Business Analyst,CodeNinja Inc.,"Riyadh, Riyadh, Saudi Arabia","**About The Company**
 Aligned with Saudi Arabia's Vision 2030, we harness the Kingdom's rapidly developing talent and technological advancements to support economic diversification and drive industry transformation through cutting\-edge AI, computer vision, and automation. Our solutions are strategically designed to empower startups and enterprises with a competitive edge by leveraging local talent and infrastructure, advancing the region's human capital development. Through ethical innovation and transparency\-focused partnerships, we actively contribute to the Kingdom's ambitious objectives, championing a high\-tech, sustainable future.
   

  

**About The Role**
 We are seeking a
 **Senior Business Analyst** 
 with strong expertise in
 **Retail Banking** 
 and
 **Digital Banking** 
 . The ideal candidate will have
 **8\-10 years** 
 of experience in the banking sector with deep knowledge of
 **retail products** 
 ,
 **digital channels** 
 ,
 **core banking systems** 
 , and
 **end\-to\-end customer journeys** 
 . This role involves analyzing
 **complex business requirements** 
 , driving
 **digital transformation initiatives** 
 , and supporting strategic decision\-making for financial institutions. You will collaborate with cross\-functional teams to ensure solutions are
 **aligned** 
 ,
 **well\-documented** 
 , and
 **successfully delivered** 
 .
   

  

**Key Responsibilities**
* Analyze end\-to\-end retail banking processes (accounts, cards, lending, onboarding, KYC, payments, channels) and identify opportunities for improvement, automation, and digital optimization.
* Lead discovery sessions to gather, define, and document detailed business and functional requirements.
* Drive digital banking initiatives across mobile, internet, self\-service channels, onboarding, and omni\-channel experiences.
* Translate business needs into functional specifications, user stories, and technical requirements.
* Collaborate with IT, Digital, Architecture, and Product teams to ensure successful delivery.
* Support UAT, prepare test cases, validate functionalities, and ensure smooth production rollout.
* Conduct impact assessments for new digital features, integrations, or regulatory changes.
* Prepare reports, presentations, and documentation for communicating insights and recommendations.
* Participate in workshops and cross\-functional meetings for solution alignment.
* Ensure compliance with regulatory, operational, and security standards.
* Serve as a subject matter expert (SME) for retail banking and digital transformation


**Requirements**
**Requirements**
* 8\-10 years of experience as a Business Analyst in Retail Banking and Digital Banking.
* Strong understanding of retail banking products: accounts, cards, loans, deposits, payments, remittances.
* Deep knowledge of digital banking journeys including onboarding, authentication, digital KYC, servicing, and channel enhancements.
* Experience with core banking systems (T24, Flexcube, Finacle) or digital banking platforms.
* Familiarity with banking regulations, risk controls, and industry best practices.
* Experience in digital transformation, process re\-engineering, and modernization projects.
* Proficiency with business analysis tools and MS Office.
* Hands\-on experience with Jira, Confluence, or Azure DevOps.
* Ability to create BRDs, FRDs, process flows, user stories, and functional specs.
* Understanding of APIs, integrations, and digital banking architecture (preferred).
* Strong analytical, communication, and presentation skills.
* Certifications such as CBAP, PMI\-PBA, or Agile certifications are a plus.
* Experience with Agile methodologies (Scrum, Kanban) is advantageous.


**Why Join Us**
* Work with leading banking clients on high\-impact digital transformation initiatives.
* Exposure to enterprise\-level systems, modern digital platforms, and multi\-disciplinary project environments.
* A culture focused on innovation, ownership, and continuous learning.
* Collaborate with global teams across technology, digital, and architecture domains.
* Clear pathways for growth in business analysis, solutioning, and digital leadership roles.


**Disclaimer**
 CodeNinja is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. All aspects of employment including the decision to hire, promote, discipline, or discharge, will be based on merit, competence, and performance. Female and minorities are strongly encouraged and preferred to apply for the role.","agile, ai, api, azure, communication, computer vision, leadership, scrum",10,,
Data Engineer - ETL,Master Works,"Riyadh, Riyadh, Saudi Arabia","Master\-Works is looking for a talented Data Engineer \- ETL to join our dynamic team. In this role, you will focus on designing, developing, and maintaining ETL processes that extract, transform, and load data from various sources into our data platforms. Your work will enable data accessibility for analytics and reporting, driving key business decisions.
   

  

**Key Responsibilities:**
* Design, develop, and implement robust ETL processes to ensure efficient data extraction, transformation, and loading
* Collaborate with data analysts and business stakeholders to gather data requirements and translate them into technical specifications
* Optimize ETL workflows for performance, scalability, and reliability
* Monitor ETL processes to proactively identify and resolve data quality issues
* Document ETL processes, data models, and architecture to ensure clear understanding and maintainability
* Stay updated on emerging data technologies and best practices to recommend improvements to existing systems


**Requirements**
* Experience with ETL tools such as Informatica, Talend, and SSIS
* Proficient in programming languages such as Python, Java, Scala, or other relevant languages
* Strong skills in SQL and programming
* Ability to optimize ETL performance
* Experience with data integration techniques and tools to design efficient and scalable data architectures
* 6\+ years of professional experience","data analysis, data engineering, etl, java, python, scala, sql",0,,
IAM Senior Analyst,Accenture Middle East,"Riyadh, Riyadh, Saudi Arabia","****About Accenture****
 Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent\- and innovation\-led company with approximately 784,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy \& Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities. Visit us at
 **www.accenture.com** 
 .
   

  

**Accenture Security**
 Join Accenture Security to pioneer security solutions that blend risk strategy, digital identity, cyber defense, application security and managed services. Using the coolest next\-gen tech, you’ll have every chance to stay one step ahead of cybercrime and out\-hack the hackers.
   

  

 Accenture Security provides comprehensive security services – from security strategy development to business transformation, to managed security services – on demand and at a global scale to help mitigate risks and take full advantage of advanced technologies and proven risk management models. Our experienced team of global security professionals helps businesses understand their risks and build resilience from the inside out, giving them the confidence to focus on what matters most: innovation and business growth.
   

  

****Overview****
 Accenture is Seeking an experienced consultant to support clients in implementing and optimizing Digital Identity solutions across PAM, IAM, MFA, and directory services. This role involves requirements gathering, solution configuration, and advising on best‑practice identity security.
   

  

****Responsibilities****
- Work with clients to define requirements for PAM (Delinea), IAM (One Identity), MFA (Azure MFA \& FortiAuthenticator), and Active Directory/DNS.

- Assess existing identity processes and recommend improvements.

- Develop Digital Identity strategies, architectures, and implementation plans.

- Configure and customize PAM, IAM, MFA, and AD/DNS solutions.

- Build and maintain identity policies—privileged access, authentication, authorization, and lifecycle management.

- Collaborate with security, IT, and compliance teams to integrate identity services.

- Provide training, support, and documentation for clients.

- Liaise with vendors (Delinea, Microsoft, One Identity) for technical and platform\-related matters.

****Qualifications****
- 5–7 years of IT/security experience, including 4\+ years in Digital Identity, IAM, or PAM.

- Hands\-on experience with Delinea, One Identity, Azure MFA, FortiAuthenticator, Active Directory/DNS.

- Strong knowledge of Azure AD / Entra ID, MFA, SSO, RBAC, and Office 365 identity tools.

- Excellent communication and customer\-facing consulting skills.

- Ability to work in fast\-paced, team\-oriented environments.

**Why join us?**
- We offer a transparent, fast paced approach career progression, with a focus on your strengths and continuous coaching from senior colleagues

- You will benefit from working alongside Accenture experts who are solving some of the biggest industry challenges with innovative thinking and pioneering tools

- Flexible work arrangements and a range of benefits including competitive rewards

- You will have access to state\-of\-the\-art technology that will give you the opportunity to deepen your existing skills even as you help create the latest business trends

- You will also have opportunities to make a difference to the communities in which we work and live

**Next Steps**
 If this sounds like the ideal role, career and company for you, click below to apply.
   

  

**To learn more about life @AccentureMiddleEast, follow us on social media and keep up with our latest news.**
 Accenture Middle East: LinkedIn, Instagram, Facebook, Twitter, YouTube
   

  

****About Accenture****
 Accenture is a leading global professional services company that helps the world’s leading businesses, governments and other organizations build their digital core, optimize their operations, accelerate revenue growth and enhance citizen services—creating tangible value at speed and scale. We are a talent\- and innovation\-led company with approximately 791,000 people serving clients in more than 120 countries. Technology is at the core of change today, and we are one of the world’s leaders in helping drive that change, with strong ecosystem relationships. We combine our strength in technology and leadership in cloud, data and AI with unmatched industry experience, functional expertise and global delivery capability. Our broad range of services, solutions and assets across Strategy \& Consulting, Technology, Operations, Industry X and Song, together with our culture of shared success and commitment to creating 360° value, enable us to help our clients reinvent and build trusted, lasting relationships. We measure our success by the 360° value we create for our clients, each other, our shareholders, partners and communities.
   

  

 Visit us at www.accenture.com
   

  

**Equal Employment Opportunity Statement**
 We believe that no one should be discriminated against because of their differences. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, sexual orientation, gender identity or expression, marital status, citizenship status or any other basis as protected by applicable law. Our rich diversity makes us more innovative, more competitive, and more creative, which helps us better serve our clients and our communities.","ai, azure, communication, leadership",7,,
Software Fullstack Engineer (Django & ReactJS),Rize | رايز,"Riyadh, Riyadh, Saudi Arabia","**Rize** 
 is a groundbreaking rent\-now\-pay\-later platform reshaping the rental landscape in Saudi Arabia. We're dedicated to making rentals more accessible and affordable, enabling tenants to manage their finances with ease and landlords to secure their income effortlessly. We're on a mission to revolutionize the rental industry, breaking down barriers and creating opportunities for all. We're a team of innovators, thinkers, and problem\-solvers, committed to creating a positive impact and driving change in the market.
   

  

**Our Team**
 We love working together, being creative, and doing things differently! Our team is made up of over 20 people with different nationalities. We work from a cozy office in Riyadh, Saudi Arabia. And hey, we're not just smart—we're really good at coming up with new ideas! Plus, you can work from wherever you want because we like to keep things flexible.
   

  

**Our core values \& Principles**
* Innovation – We’re a technology\-driven team with the purpose of uplifting the real estate sector. We are the leaders of the industry in innovation.
* Customer Centricity – We put the customer at the core of every decision and action.
* Adaptability \- Being able to adapt quickly to changing market conditions and customer needs.
* Empowerment \& Collaboration – Our team is the most valuable aspect of the company; We respect all ideas, our team enjoys authority, autonomy, and collaboration.
* Ethical Excellence \- We perform within the highest ethical standard.


**What will you be doing?**
* Develop and maintain responsive web applications using Django, ReactJS, and NextJS.
* Collaborate with cross\-functional teams to define, design, and ship new features.
* Optimize applications for maximum speed and scalability.
* Participate in code reviews and contribute to team knowledge sharing.
* Troubleshoot and debug applications, ensuring a seamless user experience.
* Stay updated with emerging technologies and frameworks to enhance development practices.
* Assist in the entire software development lifecycle, from concept to deployment.


**You're a perfect match if you have**
* 2 to 4 years of experience in software development, particularly full\-stack engineering (Django, ReactJS, and NextJS).
* Experience working in product\-based startups.
* Familiarity with RESTful APIs and modern frontend build pipelines and tools.
* Understanding of responsive design and web performance optimization techniques.
* A creative mindset with a passion for problem\-solving and collaboration.


**Benefits** 
**What do we offer?**
* Competitive salary \- Receive a competitive salary package in USD or SAR, reflecting your skills and contributions in our industry.
* Diverse International team \- Join a diverse international team where different perspectives and backgrounds enrich our collaborative culture.
* Flexibility \- Enjoy the option to work full remote or hybrid, allowing you to balance work and life in a way that suits you best.
* Innovation \- Shape the future of Proptech with your groundbreaking ideas and technological prowess.
* Direct Impact \- See your ideas come to life and make tangible changes in an industry ripe for revolution.
* Fast\-paced Learning \- Grow personally and professionally every day with opportunities to master new skills in our dynamic start\-up environment.
* Creative Freedom \- Take the reins, innovate, and push boundaries with the freedom to experiment, learn, and grow at Rize.
* Close\-knit Community \- Join a collaborative, supportive team where your voice matters and your contributions are recognized and celebrated.","api, django, next.js, react, rest api",4,,
Linguistic Data Analyst / AI Linguistic Specialist- Diplomatic Domain (STT AI),Master Works,"Riyadh, Riyadh, Saudi Arabia","**Role Purpose**
 The Linguistic Data Analyst is responsible for collecting, analyzing, organizing, and cleaning multilingual conversational data, with a strong focus on diplomatic and formal terminology, to prepare high\-quality datasets for training Speech\-to\-Text (STT) AI models.
   

  

 This role is critical to ensuring linguistic accuracy, terminology consistency, and data readiness for AI model development, particularly in government, diplomatic, and formal communication domains.
   

  

**Key Responsibilities**
 Linguistic Data Collection:
   

  

* Collect and curate conversational audio and text data (meetings, interviews, speeches)
* Work with multilingual datasets, primarily Arabic and English
* Ensure compliance with privacy and data governance standards


 Data Cleaning \& Structuring:
   

  

* Clean datasets by removing noise, duplication, and inconsistencies
* Normalize formal and semi\-formal language usage
* Organize data by speaker, context, and formality


 Linguistic \& Terminology Analysis:
   

  

* Extract and standardize diplomatic and official terminology
* Build and maintain a diplomatic glossary


 AI Training Data Preparation:
   

  

* Prepare AI\-ready datasets with timestamps and metadata
* Support annotation teams with linguistic guidelines


 Collaboration \& Documentation:
   

  

* Work with AI Engineers, Data Scientists and PMs
* Document standards and methodologies


**Requirements**
**Required Qualifications**
 Education:
   

  

* Bachelor's degree in Linguistics, Translation, Arabic/English Studies, or related field


 Core Skills:
   

  

* Strong linguistic analysis skills
* Experience with conversational or textual datasets
* High attention to detail


 Technical Skills (Preferred):
   

  

* Familiarity with STT and NLP concepts
* Experience with data annotation workflows


 Languages:
   

  

* Arabic: Fluent (mandatory)
* English: Fluent (mandatory)
* Additional languages are a plus","ai, arabic, communication, data analysis, data science, english, nlp",0,,
Kafka Engineer,Devsinc,"Riyadh, Riyadh, Saudi Arabia","**Devsinc** 
 is looking for a knowledgeable and enthusiastic
 **Kafka Engineer** 
 to join our growing team in
 **KSA** 
 . In this role, you will be responsible for designing, implementing, and managing Kafka\-based data pipelines and stream processing systems. You will work with cross\-functional teams to integrate Kafka with different systems and ensure data flow reliability and efficiency.
   

  

**Requirements**
**Requirements:**
 Kafka Operations: Confluent Kafka ; cluster setup and maintenance.
   

  

 Cluster Management: High availability, cross\-site replication,ZooKeeper.
   

  

 Schema Registry \& Topic Governance: Confluent Schema Registry or equivalent.
   

  

 Monitoring: Prometheus JMX Exporter, Dynatrace Kafka plugins, Elastic. Security: TLS, SASL, ACLs, RBAC.
   

  

 Integration \& APIs: Kafka REST API, connectors.
   

  

**Key Responsibilities:**
 Event\-driven architecture and distributed system principles.
   

  

 Performance tuning and throughput optimization.
   

  

 Disaster recovery strategies for Kafka clusters.
   

  

 Governance, schema evolution, and topic lifecycle management.
   

  

 Operate and scale Kafka clusters reliably.
   

  

 Ensure HA and cross\-site replication.
   

  

 Implement governance, topic management, and secure access.
   

  

 Integrate and monitor Kafka metrics/logs into observability dashboards.
   

  

 Ensure proper ACLs and RBAC policies for producers/consumers
   

  

 Respond to Kafka\-related incidents and outages
   

  

**Experience:** 
 Minimum 4\-6 years of experience required.","api, kafka, rest api",6,,
Senior Specialist - Reporting,Qiddiya | القدية,"Riyadh, Riyadh, Saudi Arabia","Qiddiya Investment Company is looking for Senior Specialist \- Reporting that is responsible for contact center and workforce reporting, delivering clear performance insights that support operational decision\-making. The role focuses on building and automating reports and dashboards using Power BI and Excel, analyzing contact center KPIs, and supporting forecasting and capacity planning activities.
   

  

**Key Responsibilities**
* 
* Design, develop, and maintain contact center performance dashboards and management reports using Power BI and Excel
* 
* Automate recurring operational and management reports, reducing manual effort and reporting time
* 
* Analyze contact center KPIs including Service Level, AHT, productivity, and SLA compliance
* 
* Conduct trend analysis and performance gap analysis to support operational improvements
* 
* Produce and present daily/weekly/monthly KPI reports for leadership and operational stakeholders
* 
* Support forecasting and capacity planning activities based on call volume trends and historical performance
* 
* Build Excel\-based models to support workforce scheduling and staffing optimization
* 
* Monitor real\-time performance metrics and support operational teams with data\-driven insights
* 
* Improve data quality through data cleaning and transformation
* 
* Redefine and improve KPI definitions to enhance reporting quality and performance tracking
* 
* Collaborate with Operations and QA teams to support performance improvement initiatives
* Required Qualifications
* 
* 3\+ years of experience in contact center reporting, workforce analytics, or data analysis
* 
* Strong hands\-on expertise in Power BI (dashboards, DAX, data modeling) and Microsoft Excel (Pivot Tables, automation)
* 
* Practical experience in forecasting, scheduling, and real\-time monitoring within a contact center environment
* 
* Experience preparing management and leadership performance reports
* 
* Strong analytical skills with the ability to translate data into operational insights
* 
* Arabic (native) and English (professional proficiency) for business communication and reporting


**Requirements**
* Bachelor's degree in Finance, Accounting, Business Administration, or a related field
* 3\-5 years of experience in reporting, data analysis, or a related field, preferably within a large organization
* 
* Basic SQL for reporting and data extraction
* 
* Experience with CRM data analysis and reporting
* 
* Success Indicators
* 
* Automated reports and dashboards adopted by management
* 
* Reduced manual reporting effort and faster reporting cycles
* 
* Improved staffing efficiency and forecast accuracy
* 
* Improved visibility of SLA and contact center performance metrics


**Benefits**
 Comprehensive benefits package","arabic, communication, data analysis, english, excel, forecasting, leadership, power bi, sql",5,,
Business Analyst,Master Works,"Riyadh, Riyadh, Saudi Arabia","**Business Analyst at Master\-Works**
 As a Business Analyst at Master\-Works, you will be key to bridging the gap between our technology teams and our business stakeholders. You will be responsible for gathering and analyzing data to define business requirements and propose solutions that enhance operational efficiency and drive growth. Your insights will directly impact our decision\-making processes and help shape our strategic initiatives.
   

  

**Key Responsibilities:**
* Engage with stakeholders to gather and document business requirements, objectives, and problem statements
* Analyze business processes, identify areas for improvement, and recommend solutions
* Create and maintain detailed documentation, including business requirements specifications and process flow diagrams
* Collaborate with IT teams to ensure alignment between business goals and technical implementation
* Facilitate workshops and meetings to communicate findings and gather feedback
* Develop reporting mechanisms to track and analyze project outcomes and business performance
* Monitor industry trends and best practices to propose innovative strategies


**Requirements**
**Requirements:**
* Bachelor's degree in Business Administration, Information Technology, or a related field
* Minimum of 3 years experience as a Business Analyst or similar role
* Strong understanding of business and technology integration
* Proficient in data analysis and visualization tools
* Excellent communication and interpersonal skills
* Experience with project management methodologies
* Ability to work collaboratively in a team environment","communication, data analysis, project management",3,,
PEGA Developer,Müller's Solutions,"Riyadh, Riyadh, Saudi Arabia","Müller's Solutions is on the lookout for a skilled PAG Developer to join our dynamic team. As a PAG Developer, you will be responsible for developing and maintaining high\-performance applications, focusing on ensuring robust and efficient backend solutions. You will work alongside other developers and stakeholders to translate requirements into innovative solutions that meet business needs.
   

  

**Key Responsibilities:**
* Design, develop, and sustain applications utilizing PAG (Programming Application Generation) methodologies and frameworks
* Work collaboratively with project managers and team members to collect requirements and comprehend business logic
* Create efficient, reusable, and scalable code while adhering to industry best practices and coding standards
* Perform comprehensive testing and debugging of applications to guarantee high\-quality results
* Integrate applications with diverse data sources and third\-party services
* Keep abreast of the latest trends, technologies, and coding practices in the industry
* Engage in code reviews to uphold high\-quality code standards and foster knowledge sharing among team members
* Provide continuous support and maintenance for existing applications
* Design and develop Pega applications using Pega PRPC
* Implement business process flows, case management, and decision rules
* Integrate Pega applications with external systems using REST/SOAP APIs
* Configure user interfaces, reports, and data models within the Pega platform
* Ensure adherence to best practices regarding coding, performance optimization, and system architecture
* Collaborate with QA and fellow developers to deliver a quality solution


**Requirements**
**Requirements:**
* Bachelor's degree in Computer Science, Software Engineering, or a related discipline
* At least 3 years of demonstrated experience as a Developer, with a preference for expertise in PAG technologies
* Proficient programming skills in languages relevant to PAG development
* Experience in database management and optimization, particularly with SQL databases
* Knowledge of web development technologies and frameworks, such as HTML, CSS, and JavaScript
* Familiarity with software development methodologies, including Agile and Scrum practices
* Exceptional problem\-solving skills and critical thinking abilities
* Effective communication and teamwork skills for productive collaboration with cross\-functional teams
* Hands\-on experience with Pega PRPC, Pega BPM, and case management processes
* Understanding of Pega integration tools such as SOAP, REST, JMS, etc
* Familiarity with Pega Designer Studio, including decision rules and data modeling techniques
* Strong capabilities in debugging and troubleshooting
* Pega CSA (Certified System Architect) certification is often required; CSSA (Senior System Architect) certification is a plus


**Preferred Qualifications:**
* Experience with cloud services and deployment strategies
* Familiarity with CI/CD tools and automated testing frameworks
* Knowledge of best practices in application security and performance optimization


**Benefits**
 Why Join Us:
   

  

 Opportunity to work with a talented and passionate team.
   

  

 Competitive salary and benefits package.
   

  

 Exciting projects and innovative work environment.","agile, api, ci/cd, communication, critical thinking, javascript, project management, scrum, sql, teamwork",3,,
Business Analyst,Müller's Solutions,"Riyadh, Riyadh, Saudi Arabia","Müller's Solutions, a leading Tech consulting firm specializing in Tech Outsourcing, Managed Services, SAP implementation \& Support, and Global Tech Recruitment, is seeking a skilled and motivated Business Analyst to join our team. With offices located in Germany, Saudi Arabia, United Arab Emirates, and Egypt, Müller's Solutions is known for delivering innovative solutions that fuel progress and drive success. Trusted by many organizations locally and regionally, we empower businesses to optimize operations, unlock top talent, and streamline processes.
   

  

 As a Business Analyst at Müller's Solutions, you will play a crucial role in bridging the gap between technology and business. You will be responsible for analyzing business processes, identifying areas for improvement, and recommending solutions that align with the company's strategic goals. EA experience is preferred, as you will also be involved in Enterprise Architecture to facilitate effective collaboration across teams and projects.
   

  

**Responsibilities**
* Conduct thorough analysis of business processes and systems to identify areas for improvement
* Collaborate with stakeholders to gather and document business requirements
* Develop and maintain business process models and diagrams
* Analyze data to identify trends and insights for decision\-making
* Facilitate effective communication and collaboration between technical and non\-technical teams
* Support the implementation and testing of new systems and processes
* Evaluate and recommend technology solutions to meet business needs


**Requirements**
* Proven experience as a Business Analyst or similar role
* Strong analytical and problem\-solving skills
* Working knowledge of Enterprise Architecture concepts and frameworks
* Excellent communication and interpersonal skills
* Ability to work independently and collaboratively in a team environment
* Proficiency in data analysis and modeling software tools
* Bachelor's degree in Business Administration, Information Systems, or related field
* TOGAF Certificate is a plus


**Benefits**
 1\- Attractive Package.
   

  

 2\- Family Benefits.
   

  

 3\- Visa.
   

  

 4\-Air Tickets.","communication, data analysis, sap",0,,
